placement_id,person_id,identity_key,legacy_person_id_v0_2,name,outlet,selection_date,selection_year,cohort_unit,list_title,design,selection_mechanism,domain,rank,rank_known,selection_score,selection_score_type,series_order,target_horizon,baseline_peak_through_t0,post_t0_peak_score,outcome_assessable,advancement_delta,advancement_class,major_ge3,apex_eq4,death_truncated,source_schema
pl-1f71b6a0600dd4,ko-e71082a71551,정준,ko-e71082a71551,정준,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,꿈꾸는 개척가,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-657aa691d1efdc,ko-bc8ddfa8a833,정하웅,ko-bc8ddfa8a833,정하웅,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,꿈꾸는 개척가,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-a06017a7744482,ko-47498c66785f,함돈희,ko-47498c66785f,함돈희,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,꿈꾸는 개척가,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-c9087488164701,ko-59d2ad9957db,현택환,ko-59d2ad9957db,현택환,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,꿈꾸는 개척가,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-1974fdb12bfa9b,ko-b28e034194e6,김선욱,ko-b28e034194e6,김선욱,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-3e49758e3921be,ko-6154a3ed914e,김애란,ko-6154a3ed914e,김애란,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-20ff0f4bbe38f5,ko-72dce5615c37,김연아,ko-72dce5615c37,김연아,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,4,4,True,0,sustained_high,True,True,False,donga_2011_post_t0_master_v1_0
pl-222155d15c2c33,ko-35bb9c8fcbfb,김영준,ko-35bb9c8fcbfb,김영준,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-70c7e587bc789d,ko-66595d4e6f22,김영하,ko-66595d4e6f22,김영하,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-8bbf22e4fe2ee8,ko-f12f51ad289f,박지성,ko-f12f51ad289f,박지성,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-01cb94bdb8a4a9,ko-e8d74d9cd2a2,박진영,ko-e8d74d9cd2a2,박진영,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-f81946210133cf,ko-975ece4e89dc,박형준,ko-975ece4e89dc,박형준,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-6be01695e278db,ko-44df17daee2c,봉준호,ko-44df17daee2c,봉준호,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,4,True,1,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-1261e2a16de4af,ko-f0445872cdca,손흥민,ko-f0445872cdca,손흥민,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,4,True,2,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-61ac615926ba35,ko-695446ab7c82,신준호,ko-695446ab7c82,신준호,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,,False,,not_assessable,False,False,False,donga_2011_post_t0_master_v1_0
pl-6bcba272255673,ko-ddfc17a4eea7,신지애,ko-ddfc17a4eea7,신지애,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,4,4,True,0,sustained_high,True,True,False,donga_2011_post_t0_master_v1_0
pl-b139cf5cf252d5,ko-44b4a1ce0512,윤태호,ko-44b4a1ce0512,윤태호,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-5ce6e496d491f8,ko-069e5687d79a,이불,ko-069e5687d79a,이불,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-896e20755c1426,ko-397ae5c954f9,이수만,ko-397ae5c954f9,이수만,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-35cf3da0c60621,ko-d346947b46bd,이자람,ko-d346947b46bd,이자람,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-1c9895b9988333,ko-d89691fcbd8b,장미란,ko-d89691fcbd8b,장미란,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,4,3,True,-1,lower_than_baseline,True,False,False,donga_2011_post_t0_master_v1_0
pl-30b9b4898b29a1,ko-b8bee0f02482,장한나,ko-b8bee0f02482,장한나,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-30604932aa8e65,ko-5c6f0a14b685,하상백,ko-5c6f0a14b685,하상백,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,2,True,0,no_clear_advancement,False,False,False,donga_2011_post_t0_master_v1_0
pl-d240ed0cdbefaa,ko-20c1003d2b71,하정우,ko-20c1003d2b71,하정우,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,자유로운 창조인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-1e9a691c8c8dc8,ko-adb56e66853b,김문수,ko-adb56e66853b,김문수,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,3,4,True,1,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-c883c852380824,ko-d05b0c6ed3ba,김부겸,ko-d05b0c6ed3ba,김부겸,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,2,4,True,2,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-5d96ff5e8daab6,ko-8bbedbc17e5e,김태효,ko-8bbedbc17e5e,김태효,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-d98b2d092f5de6,ko-1214cbbc6c63,나경원,ko-1214cbbc6c63,나경원,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-b8dc974d6e94ff,ko-1515dbd67779,박근혜,ko-1515dbd67779,박근혜,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,4,4,True,0,sustained_high,True,True,False,donga_2011_post_t0_master_v1_0
pl-8d0fbdd6f3e897,ko-a37d4eb61057,오세훈,ko-a37d4eb61057,오세훈,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-d12ad1bc8a2694,ko-9f607622047e,원희룡,ko-9f607622047e,원희룡,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-4f4a67c816d035,ko-241873e69979,유시민,ko-241873e69979,유시민,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-97a6e2a92b82ad,ko-641cb1576661,이정희,ko-641cb1576661,이정희,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-cec9593d02c8a6,ko-d063812760c7,임성남,ko-d063812760c7,임성남,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,미래를 여는 지도자,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-e87a501adb7e45,ko-a4e2939ac509,강덕수,ko-a4e2939ac509,강덕수,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-b6d9fe78038a7f,ko-c0892ea6aa89,권구훈,ko-c0892ea6aa89,권구훈,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-cfb68e153cdd1f,ko-f45a261b73b8,김가영,ko-f45a261b73b8,김가영,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,2,2,True,0,no_clear_advancement,False,False,False,donga_2011_post_t0_master_v1_0
pl-f519a3b89df947,ko-7a7ead2a349a,김남구,ko-7a7ead2a349a,김남구,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-64852a51b20945,ko-40f62a7581fe,김정주,ko-40f62a7581fe,김정주,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,True,donga_2011_post_t0_master_v1_0
pl-1d1b6a8f51d646,ko-6aa92914afd6,김택진,ko-6aa92914afd6,김택진,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-25bc1d6f55434a,ko-039cba7604b9,박지영,ko-039cba7604b9,박지영,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,2,2,True,0,no_clear_advancement,False,False,False,donga_2011_post_t0_master_v1_0
pl-22a318e25cb126,ko-ad9411f10382,박현주,ko-ad9411f10382,박현주,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-887dfae28ec728,ko-f6baf497c829,변대규,ko-f6baf497c829,변대규,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-8e236169749a81,ko-8ee539860ecf,서정진,ko-8ee539860ecf,서정진,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,4,True,1,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-0dd726c3fc0882,ko-315277c91111,손병두,ko-315277c91111,손병두,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-686da65c04a50d,ko-f078a402f86e,신현송,ko-f078a402f86e,신현송,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-69ecbf389a8d88,ko-bb73a502cfb3,양윤선,ko-bb73a502cfb3,양윤선,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,2,2,True,0,no_clear_advancement,False,False,False,donga_2011_post_t0_master_v1_0
pl-74a1485d3c664e,ko-8482c67b74b8,이미경|cj_enm_business,ko-ca954dff0c05,이미경,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-0686b7365ff38c,ko-d626d5d8f528,이부진,ko-d626d5d8f528,이부진,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-c21400597721d6,ko-091a6f95ad9d,이서현,ko-091a6f95ad9d,이서현,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-7d6d8b470a984f,ko-39a0579cceac,이재용,ko-39a0579cceac,이재용,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,4,True,1,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-24e83169b78a14,ko-e7a4aa0afb28,이창용,ko-e7a4aa0afb28,이창용,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-6e9a6029b95a56,ko-b602cab8dde4,이해진,ko-b602cab8dde4,이해진,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-80df3dd233a2c8,ko-5c67385e6a2c,장하준,ko-5c67385e6a2c,장하준,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-9ce1d6457994a1,ko-16acff835a26,정용진,ko-16acff835a26,정용진,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-e4c9f074466f09,ko-3d78f997f0de,정의선,ko-3d78f997f0de,정의선,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,4,True,1,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-447eec71eab93e,ko-a336374ae534,정태영,ko-a336374ae534,정태영,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-c883790c628819,ko-2c22386a3a1d,최태원,ko-2c22386a3a1d,최태원,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,4,4,True,0,sustained_high,True,True,False,donga_2011_post_t0_master_v1_0
pl-82f6fbdf2a3a2c,ko-4b19260aef53,황철주,ko-4b19260aef53,황철주,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,도전하는 경제인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-5e6da0cf6f388b,ko-effa9f8ec92e,강일원,ko-effa9f8ec92e,강일원,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-95b2639ec8c1d8,ko-fecd73125311,곽노현,ko-fecd73125311,곽노현,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-02c111575f4d68,ko-557b46bed648,김상우,ko-557b46bed648,김상우,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-42d28e51dc32b3,ko-a3a2936ce2db,김은식,ko-a3a2936ce2db,김은식,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-ee3c46b7bda471,ko-dfa25956468f,김준영,ko-dfa25956468f,김준영,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-3959a20f4c025d,ko-c3108b31e81d,김해성,ko-c3108b31e81d,김해성,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,2,True,0,no_clear_advancement,False,False,False,donga_2011_post_t0_master_v1_0
pl-0dbf4065a8aaea,ko-7d7bc2a0b7fd,박원순,ko-7d7bc2a0b7fd,박원순,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,True,donga_2011_post_t0_master_v1_0
pl-1724c437b91eed,ko-d62b138f96c0,백승헌,ko-d62b138f96c0,백승헌,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,2,True,-1,lower_than_baseline,False,False,False,donga_2011_post_t0_master_v1_0
pl-54664c9e428845,ko-110e689d2aa4,석지영,ko-110e689d2aa4,석지영,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-d2b7b6cfb47258,ko-7289a189b06d,손영래,ko-7289a189b06d,손영래,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-f8a1ac0a8ad464,ko-fa3db6d9c9c0,안철수,ko-fa3db6d9c9c0,안철수,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,4,True,1,advanced,True,True,False,donga_2011_post_t0_master_v1_0
pl-66456347664c1d,ko-652120c5bc70,윤순진,ko-652120c5bc70,윤순진,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-7a56c7d0430a1c,ko-4089f3fb44c6,이국종,ko-4089f3fb44c6,이국종,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-d55b1fe2e67d6a,ko-d295791c1358,이상이,ko-d295791c1358,이상이,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,2,True,-1,lower_than_baseline,False,False,False,donga_2011_post_t0_master_v1_0
pl-803710e1f0171a,ko-093e111d487a,이주호,ko-093e111d487a,이주호,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-0c34ab2e46eed4,ko-2625d34f545e,전혜경,ko-2625d34f545e,전혜경,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,3,3,True,0,sustained_high,True,False,False,donga_2011_post_t0_master_v1_0
pl-9a1a1e7612b60b,ko-6d76e23bfc8a,정일용,ko-6d76e23bfc8a,정일용,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-6efad7ea0e729c,ko-4ad896fa4243,조국,ko-4ad896fa4243,조국,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-74cb730a30c342,ko-e8bbd9883300,조명숙,ko-e8bbd9883300,조명숙,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,2,True,0,no_clear_advancement,False,False,False,donga_2011_post_t0_master_v1_0
pl-09c8a611a610dc,ko-cea5eae1e03f,최재경,ko-cea5eae1e03f,최재경,동아일보,2011-04-01,2011,donga_2011_10yr_100,10년 뒤 한국을 빛낼 100인,broad_screening_explicit_horizon,editorial_expert_screening,행동하는 지성인,,False,,,,2021,2,3,True,1,advanced,True,False,False,donga_2011_post_t0_master_v1_0
pl-e44b172c93f445,ko-6cd22bfd1967,천정배,,천정배,경향신문,2004-05-05,2004,khan_2004_17th_assembly_newleaders_20,17代국회 이끌 뉴리더,expert_vote_party_quota_top20,expert_panel_vote_party_quota,politics,,False,26,expert_vote_count,,,2,3,True,1,advanced,True,False,False,khan_2004_17th_assembly_newleaders_peak_master_v1_0
